	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
											(fazer inglês)	 	 					
																		
164	medium	SELECT Count(*), log1.resource FROM log1 GROUP BY log1.resource	SELECT resource, COUNT(*) FROM log4 WHERE activity = 'In Progress' GROUP BY resource	2851	2851			Original - o SQL não responde		Quantos incidentes em andamento estão atribuídos a cada funcionário?	How many in progress incidents are assigned to each employee?	SELECT log4_excerpt17.resource, COUNT(*) FROM log4_excerpt17 WHERE activity = 'In Progress' GROUP BY resource	Quantos casos passaram pela atividade 'declaração rejeitada pelo supervisor' e qual foi o recurso responsável?	How many cases passed through the 'declaration rejected by supervisor' activity and which resource was responsible?	SELECT COUNT(DISTINCT idcase), resource FROM events_log WHERE activity = 'Declaration rejected by supervisor'  GROUP BY resource	S	casos	Nessa requisição em um mesmo caso somente o mesmo recurso pode executar a atividade.
	medium							Reformulei		Quantos casos passaram pela atividade 'In Progress' e qual foi o recurso responsável?	 	 	 					
	medium									Qual a quantidade de casos que passaram pela atividade 'In Progress' e qual o recurso associado à execução dessa atividade?								
	medium									Qual a quantidade de casos que passaram pela atividade 'In Progress', agrupando por recurso associado à sua execução.								
	medium									Quantos dos casos existentes no log de eventos passaram pela atividade 'In Progress'? Recupere a quantidade por recurso associado à sua execução.								
	medium									Recupere a quantidade de casos que passaram pela atividade 'In Progress', considerando cada recurso associado à sua execução.								
	medium									Informe quantos casos passaram pela atividade 'In Progress', agrupados pelo(s) recurso(s) associado(s) à sua execução.								
								(Paráfrases de Thais)  ✅			(fazer inglês)	 	 					
																		
165	medium	SELECT log7.idcase, Count(*) FROM log7 GROUP BY log7.idcase	SELECT activity, COUNT(*) FROM log4 GROUP BY activity	2852	2852			Original		Quantos incidentes estão relacionados a cada "status" diferente?	How many incidents are in each different status?	SELECT log4_excerpt17.activity, COUNT(*) FROM log4_excerpt17 GROUP BY activity	Quantos casos estão relacionados a cada uma das atividades possíveis?			N	casos	Não entendi o propósito dessa consulta. O que seriam as atividades possíveis?
	medium									Quantos casos estão relacionados a cada uma das atividades possíveis?	 	 	 					
										Para cada atividade existente, qual a quantidade de casos nos quais sua ocorrência foi registrada?								
										Para cada atividade, informe em quantos casos registraram sua execução?								
										Informe em quantos casos cada uma das atividades foram executadas.								
										Qual a quantidade de casos nos quais cada uma das atividades possíveis teve sua execução registrada?								
										Considere cada uma das atividades possíveis e informe o número de casos em que sua execução foi registrada.								
								(Paráfrases de Thais)  ✅			(fazer inglês)	 	 					
																		
166	extra	SELECT * FROM log1 JOIN log5 WHERE log1.costevent = 'terminal' AND log1.enddatetime > 'terminal'	SELECT * FROM log3 as le WHERE le.activity LIKE 'W_%' AND le.enddatetime > (SELECT MAX(le2.enddatetime) FROM log3 as le2 WHERE le2.activity LIKE 'O_%')	2854	2854			Original - não vamos falar em subprocesso		Quais são os eventos do subprocesso W que aconteceram depois de todos os eventos do subprocesso O?	What are the events of subprocess W that happened after all the events of subprocess O?	select * from log3_excerpt13 le where le.activity like 'W_%' and le.enddatetime > all (select le2.enddatetime from log3_excerpt13 le2 where le2.activity like 'O_%')	Quais os eventos associados a tarefas que iniciam com 'W' que ocorreram depois de todos os eventos associados a tarefas que iniciam com 'O'?			N	eventos	Não entendi essa consulta.
	extra									Quais os eventos associados a tarefas que iniciam com 'W' que ocorreram depois de todos os eventos associados a tarefas que iniciam com 'O'?	 	 	 					
	extra									Quais são os eventos que registram atividades iniciadas por 'W' que ocorrem após todos os eventos que registram atividades iniciadas por 'O'?								
	extra									Quais eventos que registram a execução de atividades iniciadas por 'W' que ocorrem após todos os eventos regitstrando a execução de atividades iniciadas por 'O'?								
	extra									Recupere os eventos associados a tarefas iniciadas por 'W' que tiveram sua execução registrada depois de todos os eventos associados a tarefas iniciadas por 'O'.								
	extra									Idenfique quais são os eventos que registram a execução de tarefas que tem seu nome iniciado pelo caracter 'W' e que ocorreram depois de todos os registros de execução de tarefas com nome iniciado por 'O'.								
	extra									Filtrando os eventos que ocorreram depois de todos os registros de execução de atividades iniciadas por 'O', recupere os eventos que registram atividades que começam com 'W'.								
								(Paráfrases de Thais)  ✅			(fazer inglês)	 	 					
																		
167	medium	SELECT Count(*), log2.resource FROM log2 GROUP BY log2.resource	SELECT resource, activity, count(*) FROM log5 GROUP BY resource, activity	2855	2855			Original - entendi pelo sql, esse enunciado está errado		Há quantas atividades por tipo para cada recurso?	How many activities per type for each resource?	select resource, activity, count(*) from log5_excerpt24 le group by resource, activity	Quantas vezes cada atividade foi executada por cada recurso?		select count(*), activity, resource from events_log group by resource, activity	S	atividade, recurso	
	medium							Reformulando		Quantas vezes cada atividade foi executada por cada recurso?	 	 	 					
	medium									Qual a quantidade de vezes que cada atividade foi executada por cada recurso?								
	medium									Conte quantas vezes cada atividade foi executada por cada recurso.								
	medium									Informe a quantidade de vezes que cada recurso foi responsável pela execução de cada atividade								
	medium									Quantas vezes um determinado recurso foi associado à execução de cada uma das atividades?								
											(fazer inglês)	 	 					
																		
168	medium	SELECT log2.activity FROM log2 ORDER BY log2.activity Asc	SELECT activity, enddatetime FROM log2 WHERE enddatetime BETWEEN '2020-01-01' AND '2020-03-31'	2857	2857			Original		Quais atividades foram realizadas no primeiro semestre de 2020?	What activities were carried out in the first half of 2020?	select activity, enddatetime from log2_excerpt6 where enddatetime between '2020-01-01' and '2020-03-31'	Quais atividades foram realizadas no primeiro semestre de 2018?	What activities were carried out in the first half of 2018?	select DISTINCT activity from events_log where timestamp between '2018-01-01' and '2018-07-01'	S	atividade	Fiz uma consulta com eventos também.
	medium							nesse caso são atividades "distinct" correto?		Quais os nomes das atividades realizadas no primeiro semestre de 2020?	 	 	 		select * from events_log where timestamp between '2018-01-01' and '2018-07-01'			
	medium									Liste as atividades realizadas no primeiro semestre de 2020.								
	medium									Considere apenas o primeiro semestre de 2020 para listas quais atividades foram executadas.								
	medium									Quais atividades foram executadas de 1 de janeiro de 2020 a 31 de janeiro de 2020?								
	medium									Quais atividades estão associadas aos eventos ocorridos no primeiro semestre de 2020?								
											(fazer inglês)	 	 					
																		
169	medium	SELECT log1.idcase FROM log1 WHERE log1.resource = 'terminal'	SELECT idcase, resource FROM log3 WHERE resource = '112' ORDER BY idcase	2858	2858			Original - não corresponde ao SQL		Que recurso está sendo usado em cada caso de requisição empréstimo ?	Which loan requirement cases are using resource 112?	SELECT idcase, resource FROM log3_excerpt15 WHERE resource = '112' ORDER BY idcase	Quais casos estiveram associados ao recurso "Wayne". Ordem por identificado de caso.	Which cases were associated with "Wayne" resource. Sort by case identifier.	SELECT DISTINCT idcase FROM events_log WHERE resource = 'Wayne' ORDER BY idcase	S	casos	
	medium							Reformulando		Quais casos estiveram associados ao recurso '112'. Ordene por identificador de caso.	 	 	 					
	medium									Liste os casos nos quais o recurso '112' foi alocado, ordenando a resposta por identificador de caso. 								
	medium									Em quais casos o recurso '112' aparece associado à execução de algum evento? Ordene a resposta por identificador de caso. 								
	medium									Informe quais os casos que possuem eventos associados ao recurso '112'. Use o identificador de caso para ordenar a sua resposta.								
	medium									Quais instâncias de processo envolveram o trabalho do recurso '112'. Forneça a resposta ordenada.								
	medium									Quais instâncias de processo incluem eventos que foram de responsabilidade do recurso '112'. Liste as instância de forma ordenada.								
	medium									Recupere, de maneira ordenada, os identificadores dos casos nos quais o recurso '112' atuou.								
	medium									Recupere, de maneira ordenada, todas as instâncias de processo nas quais o recurso '112' atuou.								
											(fazer inglês)	 	 					
																		
170	medium	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal' AND log1.enddatetime LIKE 'terminal'	SELECT activity, COUNT(DISTINCT idcase) FROM log1 WHERE enddatetime = '2016-03-02' GROUP BY activity	2867	2867			Original - português está estranho		Quantos incidentes separados por atividade estão expiram no dia 2 de março de 2016?	How many incidents, separeted by activity, expire at March 02nd 2016 ?	SELECT T2.activity, COUNT(*) FROM (SELECT T1.idcase,T1.activity, enddatetime FROM log1_excerpt3 AS T1 WHERE T1.enddatetime = '2016-03-02' GROUP BY T1.idcase, T1.activity, T1.enddatetime) AS T2 GROUP BY T2.activity	Para cada atividade, retorne em quantos casos elas foram executadas, considerando somente aqueles casos que finalizaram no dia 2 de março de 2016.			N	atividade	Aqui temos uma situação já vista anteriormente no qual é necessário saber o que é um caso finalizado.
	medium							Não sei se ficou bom		Para cada atividade, retorne em quantos casos que finalizaram no dia 2 de março de 2016 elas foram executadas.	 	 	 					
										Para cada atividade, retorne em quantos casos elas foram executadas, considerando somente aqueles casos que finalizaram no dia 2 de março de 2016.								
										Considerando o subconjunto de casos finalizados até 2 de março de 2016, informe uma lista que associa cada atividade e em quantos casos elas aparecem.								
										Informe uma lista de atividade e quantidade de casos nas quais ela aparece, considerando o subconjunto de casos finalizados até 2 de março de 2016.								
										Relacione as atividades à quantidade de casos nas quais elas aparecem, considerando apenas os casos cujo último evento finalizou em 2 de março de 2016.								
										Extrai do subconjunto de casos finalizados até 2 de março de 2016, a informação sobre atividades ocorridas e quantidade de casos nos quais elas ocorreram.								
											(fazer inglês)	 	 					
																		
171	medium	SELECT log6.resource FROM log1 WHERE log1.idcase = 'terminal'	SELECT * FROM log3 WHERE activity LIKE 'O%'	2868	2868			Original - acho que não devemos falar em subprocesso		Quais são as requisições que tiveram origem do subprocesso 'O'?	What are the requests that originated from the subprocess 'O'?	SELECT * FROM log3_excerpt12 WHERE activity LIKE 'O%';	Quantos casos iniciaram com um atividade que inicia com 'permissão'?	How many cases started with an activity that starts with 'Permit'?	SELECT COUNT(idcase) FROM (SELECT idcase, activity, MIN(timestamp) FROM events_log  GROUP BY idcase) AS e1 WHERE e1.activity LIKE 'Permit%'	S	casos	Dúvidas se spider consegue classificar essa consulta
	medium							Reformulando		Quantos casos iniciaram com uma atividade que inicia com 'O'?	 	 	 					
	medium									Existe um subconjunto de atividades cujo rótulo inicia com 'O'. Informe quantos casos iniciaram com uma dessas atividades.								
	medium									Dado um rol de atividades cujo nome inicia com 'O', recupere quantos casos iniciaram com uma dessas atividades.								
	medium									Qual é a quantidade de casos cujo primeiro evento está associado a uma atividade com nome iniciando com 'O'?								
	medium									Informa a quantidade de casos nos quais o primeiro evento está associado a uma atividade cujo rótulo inicia com a letra 'O'.								
	medium									Quantas instâncias de processo tem como primeira atividade aquelas cujo nome iniciam com a letra 'O'?								
	medium									Qual é o número de instâncias de processo que iniciaram com uma atividade cujo nome inicia com a letra 'O'?								
											(fazer inglês)	 	 					
																		
172	hard	SELECT log1.idcase FROM log1	SELECT T1.idcase FROM log5 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5 WHERE activity = 'In Progress' OR activity = 'Closed' GROUP BY idcase, activity)	2869	2869			* Original - usou a semântica do valor do atributo e interpretou errado		Quais casos registrados estão esperando atribuição ?	Which registered cases are awaiting assigment ?	SELECT T1.idcase FROM log5_excerpt24 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5_excerpt24 WHERE activity IN ('In Progress', 'Closed') GROUP BY idcase, activity)	Quais os casos que ainda não passaram pelas atividades "requisição de pagamento" ou "pagamento efetivado"?	Which cases have not yet passed through the “payment request” or “payment handled” activities?	SELECT DISTINCT idcase FROM events_log WHERE idcase NOT IN (SELECT idcase FROM events_log WHERE activity='Request payment' OR activity='Request handled')	S	casos	
	hard							refazendo com base no SQL		Quais os casos que ainda não passaram pelas atividades "in progress" ou "closed"?	 	 	 					
	hard									Quais as instâncias de processo que ainda não passaram pelas atividades "in progress" ou "closed"?								
	hard									Recupere os casos que ainda não passaram pelas atividades "in progress" ou "closed"?								
	hard									Recupere as instâncias de processo que ainda não passaram pelas atividades "in progress" ou "closed"								
	hard									Quais os casos para os quais não há, ainda, registro de ocorrência das atividades "in progress" ou "closed"?								
	hard									Quais as instâncias de processo para as quais não há, ainda, registro de ocorrência das atividades "in progress" ou "closed"?								
	hard									Informe para quais casos não há registro de eventos associados às atividades "in progress" ou "closed".								
	hard									Informe para quais instâncias de processosnão há registro de eventos associados às atividades "in progress" ou "closed".								
	hard									Em quais casos ainda não se observa a ocorrência das atividades "in progress" ou "closed"?								
	hard									Em quais instâncias de processo ainda não se observa a ocorrência das atividades "in progress" ou "closed"?								
											(fazer inglês)	 	 					
																		
173	hard	SELECT log1.activity FROM log1 WHERE log1.costevent = 'terminal' ORDER BY log1.activity Asc	SELECT * FROM log6 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource	2870	2870			*Original - errada tb		Quais as atividades que ainda estão 'In Progress' ou 'Assigned'? Ordenadas pela data de início mais antiga e pelo nome do recurso.	What activities are still 'In Progress' or 'Assigned'? Ordered by earliest start date and resource name.	SELECT * FROM log6_excerpt29 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource;	Recupere todas as informações sobre os eventos referentes às atividades 'inicio de viagem' ou 'declaração requisitada pelo funcionário', ordenando a resposta de forma ascendente de data e nome do recurso.	Retrieve all information about events relating to the activities 'start trip' or 'declaration submitted by employee', sorting the response in ascending order of date and name of the resource.	SELECT * FROM events_log WHERE activity = 'Start trip' OR activity = 'Declaration submitted by employee' ORDER BY timestamp, resource	S	eventos	
	hard							(verificar, mas não me lembro de ter a atividade Assigned		Recupere todas as informações sobre os eventos referentes às atividades 'In progress' e 'Assigned', ordenando a resposta de forma ascendente de data e nome do recurso.	 	 	 					
	hard									Preciso das informações sobre os eventos associados às atividades 'In progress' e 'Assigned', em ordem ascendente de data e de recurso.								
	hard									Recupere as informações sobre os eventos associados às atividades  'In progress' e 'Assigned' ordenando-as primeiro por data e depois por recurso.								
	hard									Recupere as informações sobre eventos relacionados às atividades  'In progress' e 'Assigned', do mais antigo para o mais novo e então ordenados por recurso.								
	hard									Recupere, em ordem ascendente de data e recurso, as informações sobre eventos relacinados às atividades  'In progress' e 'Assigned'.								
	hard									Para todos os eventos associados às atividades  'In progress' e 'Assigned', recupere as informações listando-as por ordem de data e de recurso.								
	hard									Recupere as informações referentes aos registros de ocorrências das atividades  'In progress' e 'Assigned', organizando a resposta em ordem de data e recurso.								
	hard									Quais são os dados registrados sobre as ocorrências das atividades 'In progress' e 'Assigned'. Forneça a resposta ordenada por data e por recurso.								
	hard									Quais são os dados registrados nos eventos associados as atividades 'In progress' e 'Assigned'. Forneça a resposta ordenada por data e por recurso.								
											(fazer inglês)	 	 					
																		
174	extra	SELECT Count(*) FROM log1 JOIN log3 WHERE log1.resource = 'terminal' ORDER BY log1.resource Asc	SELECT COUNT(*), resource FROM log6 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource	2871	2871			Original - mal feita		Qual a quantidade de atividades ainda 'In Progress' por nome do recurso? Ordenada por nome do recurso.	What is the amount of activities that are 'In Progress' by resource name? Ordered by resource name.	SELECT COUNT(*), resource FROM log6_excerpt29 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource;	Qual a quantidade de atividades 'pagamento efetivado'?	What is the total of 'payment handled' activities?	SELECT count(*) From events_log where activity='Payment handled'	S	atividade	Não faz muito sentido ordenar por recurso.
	extra									Quantos registros das atividades 'In Progress' existe associados a cada recurso? Forneça a resposta ordenada por recurso.	 	 	 					
	extra									Para cada recurso, quantos registros da atividade 'In Progress' existe? Ordene a resposta por nome de recurso.								
	extra									Recupere a quantidade de vezes que cada recurso foi associado à atividade 'In Progress'. Ordene sua resposta de acordo com os nomes dos recursos.								
	extra									Quantas vezes cada recurso foi associado à uma ocorr~encia da atividade 'In Progress'? Ordene a resposta de acordo com o atributo recurso.								
	extra									Quantas ocorrências da atividade 'In Progress' foram associadas a cada um dos recursos presentes no log? Ordene a resposta de acordo com o nome do recurso.								
	extra									Considerando cada recurso existente nos registros de log, forneça a informação sobre quantas vezes cada um deles foi associado à execução da atividade 'In Progress' fornecendo a resposta ordenada por recurso.								
	extra									Forneça a informação sobre quantas vezes cada recurso foi responsável pela execução da atividade 'In Progress'. Aprensente a informação ordenada por nome de recurso.								
	extra									Qual é a quantidade de associações entre cada recurso e a execução da atividade 'In Progress'? Ordene a resposta por recurso.								
	extra									Quantas vezes a execução da atividade 'In Progress' foi associada a cada recurso? Ordene sua resposta por nome de recurso.								
											(fazer inglês)	 	 					
																		
175	medium	SELECT Count(*), log2.activity FROM log2 GROUP BY log2.activity	SELECT activity, count(*) FROM log4 GROUP BY activity	2865	2865			Original		Quantos incidentes existem por atividade?	How many incidents are there per activity?	SELECT activity, count(*) FROM log4_excerpt16 GROUP BY activity;	Em quantos casos cada atividade foi executada?		SELECT count(DISTINCT idcase), activity FROM events_log GROUP BY activity	S	atividade, casos	
	medium							Reformulada		Em quantos casos cada atividade foi executada?	 	 	 					
	medium									Para cada atividade, informe em quantos casos há registros de sua execução.								
	medium									Considerando cada uma das atividades presentes no log de eventos, informe a quantidade de casos em que elas ocorreram.								
	medium									Em quantas instâncias de processos cada atividade foi executada?								
	medium									Para cada atividade, calcule em quantas instâncias de processos elas foram executadas.								
	medium									Qual é a quantidade de casos em que cada atividade foi executada?								
	medium									Calcule o número de casos em que cada atividade foi executada.								
											(fazer inglês)	 	 					
																		
176	extra	SELECT Count(*), log1.activity FROM log1 GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE resource != 'null' GROUP BY resource, activity	2875	2875			Original		Quantas atividades de cada tipo os operadores atenderam?	How many activities of each type do operators handle?	SELECT resource, activity, COUNT (acitivity) FROM log1_excerpt1 WHERE resource IS NOT NULL GROUP BY resource, activity	Quantas atividades diferentes cada recurso executou?		select count(DISTINCT activity), resource  FROM events_log GROUP by resource	S	recurso	
	extra									Quantas atividades diferentes cada recurso executou?	 	 	 					
	extra									Recupere a informação sobre quantas atividades diferentes cada recurso executou.								
	extra									Em quantas atividades diferentes cada recurso atuou?								
	extra									Em quantas atividades diferentes cada recurso esteve associado?								
	extra									Para cada recurso, verifique em quantas atividades diferentes ele atuou.								
	extra									Qual é a quantidade de atividades diferentes que cada recurso esteve associado.								
	extra									Qual é a quantidade de atividades diferentes em que cada recurso trabalhou?								
											(fazer inglês)	 	 					
																		
177	hard	SELECT Count(*), log1.activity FROM log1 WHERE log1.costevent = 'terminal' GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE activity LIKE '%ed' GROUP BY resource, activity	2879	2879			Original		Quantas atividades de finalização (resolved, closed) cada pessoa foi responsável?	How many completion activities (resolved, closed) was each person responsible?	SELECT resource, activity, COUNT (activity) FROM log1_excerpt1 WHERE activity LIKE "%ed" GROUP BY resource, activity	Por quantas atividades de finalização ("fim de viagem", "pagamento efetuado") cada pessoa foi responsável?	How many completion activities ("end trip", "payment handled") was each person responsible?	SELECT resource, activity, COUNT (*) FROM events_log WHERE activity = 'End trip' OR activity = 'Payment handled' GROUP BY resource, activity	S	recurso, atividade	Também fiz uma consulta SQL que obtém as últimas atividades executadas em cada caso como sendo a atividade finalização.
	hard							(gostei dessa consulta)		Por quantas ocorrências de atividades de finalização (resolved, closed) cada pessoa foi responsável?	 	não gostei desse LIKE "%ed" porque a consulta não pede isso	 		SELECT resource, activity, COUNT(*) FROM events_log WHERE activity IN (SELECT DISTINCT activity FROM (select activity, MAX(timestamp)  FROM events_log GROUP by idcase)) GROUP BY resource, activity			
	hard									Por quantas ocorrências de atividades de finalização (resolved, closed) cada recurso foi responsável?	 	SELECT resource, activity, COUNT (activity) FROM log1_excerpt1 WHERE activity = 'resolved' OR activity = 'closed' GROUP BY resource, activity	 					
	hard									Em quantas ocorrências de atividades de finalização (resolved, closed) cada recurso foi alocado?								
	hard									Para cada recurso, verifique em quantas ocorrências de atividades de finalização (resolved, closed) ele atuou.								
	hard									Quantas vezes cada recurso foi associado à execução de uma atividade de finalização (resolverd, closed)?								
	hard									Considerando cada recurso presente no log de eventos, calcule quantas vezes cada um deles esteve responsável pela execução de uma atividade de finalização (resolved, closed).								
											(fazer inglês)	 	 					
																		
178	extra	SELECT log8.resource, Count(*) FROM log1 JOIN log8 GROUP BY log1.idcase	SELECT resource, COUNT(activity) FROM log1 WHERE activity IN ('New') GROUP BY resource, activity	2880	2880			Original - achei meio incompleta		Quantos incidentes novo cada pessoa foi responsável?	How many new incidents was each person responsible?	SELECT resource, COUNT (activity) FROM log1_excerpt1 WHERE activity IN ("New") GROUP BY resource, activity	Em quantos casos cada recurso foi responsável por executar a primeira ocorrência da atividade 'declaração rejeitada pelo pré-aprovador'?	How many cases was each resource responsible for performing the first occurrence of the 'declaration rejected by pre-approver' activity?	SELECT count(*), resource FROM (SELECT resource, MIN(timestamp) FROM events_log where activity = 'Declaration rejected by pre-approver' GROUP by resource, idcase) GROUP by resource	S	recurso	
	extra							reformulando		Em quantos casos cada recurso foi responsável por executar a primeira ocorrência da atividade 'new'?	 	 	 					
	extra									Em quantas instâncias de processo cada recurso foi responsável por executar a primeira ocorrência da atividade 'new'?								
	extra									Para cada recurso, informe quantas vezes ele foi o responsável por executar a primeira ocorrência da atividade 'new' em um caso.								
	extra									Para cada recurso, informe quantas vezes ele foi o responsável por executar a primeira ocorrência da atividade 'new' em uma instância de processo.								
	extra									Quantas vezes cada recurso foi o responsável por executar a primeira ocorrência da atividade 'new' em um caso.								
											(fazer inglês)	 	 					
																		
179	hard	SELECT Count(*) FROM log1 WHERE log1.costevent < (SELECT log1.costevent FROM log1)	SELECT T1.idcase, count(*) FROM log5 AS T1 JOIN log5 AS T2 ON T1.idcase = T2.idcase WHERE T1.activity != 'Closed' AND T2.activity = 'Closed' GROUP BY T1.idcase	2859	2859			*Original - usou a semântica do rótulo a atividade e interpretou errado		Quantas atividades ocorreram antes de uma atividade ser fechada?	How many activities occurred before an activity was closed?	select T1.idcase, count(*) as countactivity from log5_excerpt24 AS T1 inner join log5_excerpt24 AS T2 on T1.idcase = T2.idcase where T1.activity!= 'Closed' and T2.activity='Closed' group by T1.idcase	Quantas atividades foram executadas em cada caso até que a atividade "fim de viagem" tenha sido executada?	How many activities were performed in each case until the "end of trip" activity was performed?	select count(*), e1.idcase from events_log AS e1 inner join events_log AS e2 on e1.idcase = e2.idcase WHERE e2.activity='End trip' and e1.timestamp < e2.timestamp group by e1.idcase	S	eventos	Nessa consulta está considerando os eventos, se tiverem atividades repetidas são contadas a quantidade de vezes que aparecerem no caso.
	hard							refazendo usando a semântica da atividade closed		Quantas ocorrências de atividades foram registradas em cada caso até que ele tenha sido fechado?	 	- verificar se essa consulta funciona - porque a forma de resolver está complexa de analisar olhando	 					
	hard							refazendo de forma mais simples para o tradutor		Quantas ocorrências de atividades foram registradas em cada caso até que a atividade "closed" tenha sido executada?	 	 	 					
	hard									Quantas ocorrências de atividades foram registradas em cada caso até que ele tenha passado pela atividade "closed"?	 	 	 					
	hard									Quantos eventos ocorreram em cada caso até que ele tenha passado pela atividade 'closed'?								
	hard									Quantas ocorrências de atividades foram registradas em cada instância de processos até que a atividade "closed" tenha sido executada?								
	hard									Quantas ocorrências de atividades foram registradas em cada instância de processo até que ela tenha passado pela atividade "closed"?								
	hard									Quantos eventos ocorreram em cada instância de processo até que ela tenha passado pela atividade 'closed'?								
	hard									Verifique a quantidade de eventos ocorridos em cada caso até que ele tenha alcançado a execução da atividade 'closed'.								
	hard									Verifique a quantidade de eventos ocorridos em cada instância de processo até que ela tenha alcançado a execução da atividade 'closed'.								
											(fazer inglês)	 	 					
																		
180	medium	SELECT log1.activity FROM log1 WHERE log1.activity = 'terminal' ORDER BY log1.costevent Asc	SELECT idcase, activity FROM log5 WHERE resource = 'Tomas' AND startdatetime BETWEEN '2012-01-01' AND '2012-06-30'	2860	2860			Original		Quais atividades o Tomas efetuou no primeiro semestre de 2012?	What activities did Tomas carry out in the first half of 2012?	select idcase, activity from log5_excerpt24 where resource = 'Tomas' and startdatetime between '2012-01-01' and '2012-06-30'	Quais atividades o recurso Thomas efetuou no primeiro semestre de 2018?	What activities did Thomas carry out in the first half of 2018?	select DISTINCT activity from events_log where resource='Thomas' and  timestamp between '2018-01-01' and '2018-07-01'	S	eventos	similar a "Quais atividades foram realizadas no primeiro semestre de 2018?"
	medium							aqui não estamos falando de ocorrências - teria que ser o distinct, né?		Quais atividades o recurso Tomas efetuou no primeiro semestre de 2012?	 	 	 					
	medium									Quais são as atividades que o recurso Tomas executou no primeiro semestre de 2012?								
	medium									Quais foram as atividades executadas pelo recurso de nome Tomas no primeiro semestre de 2012?								
	medium									Informe o rótulo das atividades executadas pelo Tomas no primeiro semestre de 2012.								
	medium									Quais atividades o recurso Tomas efetuou entre 1/1/2012 a 31/07/2012?								
	medium									Quais atividades o recurso Tomas efetuou entre 1 de janeiro de 2012 e 31 de julho de 2012?								
	medium									Quais atividades o recurso Tomas executou nos seis primeiros meses de 2012?								
											(fazer inglês)	 	 					
																		
181	medium	SELECT log1.resource FROM log1 ORDER BY * Asc	SELECT idevent, activity FROM log5 WHERE activity = 'In Progress' ORDER BY startDateTime ASC	2861	2861			Original - o sql não resolve isso		Quais problemas ainda estão em progresso, ordenados em ordem crescente pela data de início?	Which problems are still in progress, sorted in ascending order?	SELECT idevent, activity FROM log5_excerpt21 WHERE activity='In Progress' ORDER BY startDateTime ASC;	Quais casos passaram pela atividade 'declaração rejeitada pelo supervisor'? Ordene de forma ascendente pela data de início.	Which cases passed through "declaration rejected by supervisor"? Sorted in ascending order from start date.	SELECT DISTINCT e1.idcase FROM events_log e1 inner join  (SELECT idcase, MIN(timestamp) as timestamp  FROM events_log  GROUP BY idcase order by timestamp) AS e2  on e1.idcase=e2.idcase WHERE e1.activity =  'Declaration rejected by supervisor' ORDER by e2.timestamp	S	casos	Acho que o Spider não consegue classificar essa consulta
	medium							Reformulando		Quais casos passaram pela atividade 'in progress'? Ordene de forma ascendente pela data de início.	 	 	 					
	medium							essa consulta é praticamente igual a uma anterior, só que aqui só recupera o id do caso		Quais instâncias de processos passaram pela atividade 'in progress'? Ordene a resposta de forma ascendente pela data de início.								
	medium									Em quais casos a atividade 'in progress' foi executada? Forneça a resposta por ordem de data.								
	medium									Em quais casos a atividade 'in progress' foi executada? Forneça a resposta em ordem temporal ascendente.								
	medium									Em quais instâncias de processo a atividade 'in progress' foi executada? Forneça a resposta por ordem de data.								
	medium									Em quais instâncias de processo a atividade 'in progress' foi executada? Forneça a resposta em ordem temporal ascendente.								
	medium									Apresente em ordem temporal ascendente, a lista de casos nos quais a atividades 'in progress' foi executada.								
	medium									Apresente em ordem temporal ascendente, a lista de instâncias de processo nas quais a atividades 'in progress' foi executada.								
											(fazer inglês)	 	 					
																		
182	medium	SELECT Count(*), log1.idcase FROM log1 WHERE log1.enddatetime >= 'terminal'	SELECT T1.idcase FROM log1 AS T1 WHERE T1.enddatetime <= '2016-03-31' AND T1.activity = 'Active' GROUP BY T1.idcase	2862	2862			Original - o sql não resolve isso		Quais são os incidentes estão ativos e expiraram no final do mês de março de 2016?	Which and how many are the active incidents that expire by the end of March 2016?	SELECT T1.idcase FROM log1_excerpt3 AS T1 WHERE T1.enddatetime <= '2016-03-31' AND T1.activity = 'Active' GROUP BY T1.idcase	Quais casos passaram pela atividade 'início de viagem' e não finalizaram até o mês de março de 2016?			N	casos	Aqui temos uma situação já vista anteriormente no qual é necessário saber o que é um caso finalizado.
	medium							Reformulando - eu não sei se consegui a semãntica que ele queria. Acho que ele queria saber casos não finalizados e não foi exatamente isso que eu fiz na minha consulta.		Quais casos passaram pela atividade 'active' e não finalizaram até o mês de março de 2016?	 	 	 					
	medium									Quais instâncias de processo passaram pela atividade 'active' e não finalizaram até o mês de março de 2016?								
