1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	medium							Reformulando		Quantos casos iniciaram com um atividade que inicia com 'O'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT log1.idcase FROM log1	SELECT T1.idcase FROM log5 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5 WHERE activity = 'In Progress' OR activity = 'Closed' GROUP BY idcase, activity)	2869	2869			* Original - usou a semântica do valor do atributo e interpretou errado		Quais casos registrados estão esperando atribuição ?	Which registered cases are awaiting assigment ?	SELECT T1.idcase FROM log5_excerpt24 AS T1 WHERE T1.idcase NOT IN (SELECT idcase FROM log5_excerpt24 WHERE activity IN ('In Progress', 'Closed') GROUP BY idcase, activity)	 	
	hard							refazendo com base no SQL		"Quais os casos que ainda não passaram pelas atividades ""in progress"" ou ""closed""?"	 	 	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT log1.activity FROM log1 WHERE log1.costevent = 'terminal' ORDER BY log1.activity Asc	SELECT * FROM log6 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource	2870	2870			*Original - errada tb		Quais as atividades que ainda estão 'In Progress' ou 'Assigned'? Ordenadas pela data de início mais antiga e pelo nome do recurso.	What activities are still 'In Progress' or 'Assigned'? Ordered by earliest start date and resource name.	"SELECT * FROM log6_excerpt29 WHERE activity = 'In Progress' OR activity = 'Assigned' ORDER BY startdatetime, resource;"	 	
	hard							(verificar, mas não me lembro de ter a atividade Assigned		Recupere todas as informações sobre os eventos referentes às atividades 'In progress' e 'Assigned', ordenando a resposta de forma ascendente de data e nome do recurso.	 	 	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT Count(*) FROM log1 JOIN log3 WHERE log1.resource = 'terminal' ORDER BY log1.resource Asc	SELECT COUNT(*), resource FROM log6 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource	2871	2871			Original		Qual a quantidade de atividades ainda 'In Progress' por nome do recurso? Ordenada por nome do recurso.	What is the amount of activities that are 'In Progress' by resource name? Ordered by resource name.	"SELECT COUNT(*), resource FROM log6_excerpt29 WHERE activity LIKE 'In Progress' GROUP BY resource ORDER BY resource;"	 	
	extra										 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT Count(*) FROM log1	SELECT count(resource) FROM log1 WHERE resource != 'null'	2874	2874			*Original (não faz sentido dessa forma)		*Quantas pessoas foram responsáveis por algum incidente?	*How many people were responsible for some incident?	*select count (resource) from log1_excerpt1 where resource is not null	 	
	easy							Corrigindo para fazer sentido		Quantas pessoas estão associadas ao tratamento de incidentes?	How many people are associated with incident handling?	SELECT COUNT DISTINCT (resource) FROM log 1	 	
	easy									Quantos funcionários estão associados ao tratamento de incidentes?	How many employees are associated with incident handling?	SELECT COUNT (resource) FROM log 1	 	
	easy									Quantos recursos aparecem no log de eventos?	How many resources appear in the event log?	 	 	
	easy									Quantos recursos estão registrados no log de eventos?	How many resources are recorded in the event log?	 	 	
	easy									Quantas pessoas estão associadas à atividades no log de eventos?	How many people are associated with activities in the event log?	 	 	
	easy									Quantas pessoas estão associadas à execução de atividades no log de eventos?	How many people are associated with performing activities in the event log?	 	 	
	easy									Quantas pessoas foram responsáveis pela execução de atividades no processo de gerenciamento de incidentes?	How many people were responsible for performing activities in the incident management process?	 	 	
	easy									Quantas pessoas foram responsáveis por tratamento de incidentes?	How many people were responsible for handling incidents?	 	 	
													 	
	extra	SELECT Count(*), log1.activity FROM log1 GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE resource != 'null' GROUP BY resource, activity	2875	2875			Original		Quantas atividades de cada tipo os operadores atenderam?	How many activities of each type do operators handle?	SELECT resource, activity, COUNT (acitivity) FROM log1_excerpt1 WHERE resource IS NOT NULL GROUP BY resource, activity	 	
	extra									Quantas atividades diferentes cada recurso executou?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT Count(*), log1.activity FROM log1 WHERE log1.costevent = 'terminal' GROUP BY log1.activity	SELECT resource, activity, COUNT(activity) FROM log1 WHERE activity LIKE '%ed' GROUP BY resource, activity	2879	2879			Original		Quantas atividades de finalização (resolved, closed) cada pessoa foi responsável?	How many completion activities (resolved, closed) was each person responsible?	"SELECT resource, activity, COUNT (activity) FROM log1_excerpt1 WHERE activity LIKE ""%ed"" GROUP BY resource, activity"	 	
	hard							(gostei dessa consulta)		Por quantas atividades de finalização (resolved, closed) cada pessoa foi responsável?	 	"não gostei desse LIKE ""%ed"" porque a consulta não pede isso"	 	
	hard									Por quantas atividades de finalização (resolved, closed) cada recurso foi responsável?	 	SELECT resource, activity, COUNT (activity) FROM log1_excerpt1 WHERE activity = 'resolved' OR activity = 'closed' GROUP BY resource, activity	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log8.resource, Count(*) FROM log1 JOIN log8 GROUP BY log1.idcase	SELECT resource, COUNT(activity) FROM log1 WHERE activity IN ('New') GROUP BY resource, activity	2880	2880			Original		Quantos incidentes novo cada pessoa foi responsável?	How many new incidents was each person responsible?	"SELECT resource, COUNT (activity) FROM log1_excerpt1 WHERE activity IN (""New"") GROUP BY resource, activity"	 	
	extra							reformulando		Em quantos casos cada recurso foi responsável por executar a primeira ocorrência da atividade 'new'?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.activity FROM log1	SELECT activity FROM log1 WHERE activity LIKE '%register%'	2882	2882			Original		Quais atividades envolvem registro?	What activities involve resgistration?	"SELECT activity FROM log1_excerpt1 WHERE activity LIKE '%register%';"	 	
	medium									Quais atividades envolver 'register'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Avg(*) FROM log1	SELECT costevent / COUNT(*) FROM log7 WHERE idcase = '7273165' GROUP BY costevent	2883	2883			Original		Em média, quanto cada atividade custaria?	On average, how much each activity would cost?	Select costevent/COUNT * FROM log7_excerpt35 where idcase = 7273165	 	
	medium									Quanto custa, em média, a execução de cada atividade?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT Count(*) FROM log1 WHERE log1.costevent = 'terminal'	SELECT COUNT(*) FROM log7 WHERE costevent = 'null'	2884	2884			Original		Quantos pedidos de autorização não tem custo nenhum?	How many authorization requests doesn't have any cost?	"*SELECT COUNT() FROM log7_excerpt33 WHERE costevent is null;"	 	
	easy									(verificar se pedidos de autorização é um nome de atividade ou um contexto de log)	 	 	 	
	easy									Quantos casos não possuem custo?	How many cases have no cost?	SELECT COUNT(idcase) FROM log7 WHERE ... .... todos os eventos do case precisam ser NULL.	 	
	easy									Quantas instâncias de processo não possuem custo?	How many process instances have no cost?	 	 	
	easy									Quantos pedidos de autorização não tiveram custos?	How many authorization requests had no costs?	 	 	
	easy									Quantos casos não tiveram custos?	How many cases had no costs?	 	 	
	easy									Quantas instâncias de processo não tiveram custos?	How many process instances had no costs?	 	 	
	easy									Em quantos casos todos os eventos possuem custo nulo?	In how many cases do all events have cost null?	 	 	
	easy									Quantos casos possuem apenas eventos sem custo?	How many cases have only no-cost events?	 	 	
													 	
	extra	SELECT log1.activity FROM log1 INTERSECT SELECT log1.activity FROM log1 WHERE log1.costevent = 'terminal'	SELECT activity FROM log7 WHERE activity LIKE '%resgist%' UNION SELECT activity FROM log7 WHERE activity LIKE '%decision%'	2885	2885			Original - o SQL teria que ser distinct		Quais atividades envolvem registro e tomada de decisão?	What activities involve recording and decision making?	SELECT activities FROM log7_excerpt33 WHERE activities LIKE '%resgist%' UNION SELECT activities FROM log7_excerpt33 WHERE activities LIKE '%decision%'	 	
	extra									Quais atividades envolver 'register' e 'decision'?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT Count(*) FROM log1 WHERE log1.activity = 'terminal'	SELECT COUNT(activity) FROM log2 WHERE activity = 'Petição Juntada'	2886	2886			Original		"Qual é quantidade de atividades que são classificadas como ""Petição Juntada""?"	"How many activities are classified as ""Petição Juntada""?"	"*SELECT COUNT (activity) FROM public.log2_excerpt8 WHERE activity == 'Petição Juntada';"	 	
	easy							(escolher um domínio só)		(estamos falando de ocorrências dessa atividade ou de nomes diferentes que incluem essa string?)		 	 	
	easy									"Qual é quantidade de atividades que são nomeadas como ""Petição Juntada""?"	"How many activities are named as ""Joined Petition""?"	 	 	
	easy							Melhorando		"Quantas vezes a atividade ""Petição Juntada"" foi executada?"	"How many times was the ""Petição Juntada"" activity performed?"	SELECT COUNT (idevent) FROM log2 WHERE activity == 'Petição Juntada'	 	
	easy							Nosso conjunto seguirá com vários logs? Vamos fazer um atributo a mais identificando o processo (log original)?		"Quantos eventos estão associados à atividade ""Petição Juntada""?"	"How many events are associated with the ""Petição Juntada"" activity?"	SELECT COUNT ALL (activity) FROM log2 WHERE activity == 'Petição Juntada'	 	
	easy									"Quantas ocorrências de ""Petição Juntada"" existe no log de eventos?"	"How many occurrences of ""Petição Juntada"" are there in the event log?"	SELECT COUNT (*) FROM log2 WHERE activity == 'Petição Juntada'	 	
	easy									"Quantas ocorrências de ""Petição Juntada"" há no processo?"	"How many occurrences of ""Petição Juntada"" are there in the process?"	 	 	
													 	
	easy	SELECT Avg(log1.costevent) FROM log1	SELECT AVG(costevent) FROM log2	2887	2887			Original		Qual a média de custo de evento deste log de eventos?	What is the average event cost of this event log?	SELECT AVG (costevent) FROM public.log2_excerpt8	 	
	easy							Melhorando		Qual é o custo médio de um evento neste log de eventos?	What is the average cost of an event in this event log?	SELECT AVG (costevent) FROM log2	 	
	easy									Qual é o custo médio associado aos eventos neste log de eventos?	What is the average cost associated with the events in this event log?	 	 	
	easy									Qual é o custo médio da execução de uma atividade neste log de eventos?	What is the average cost of running an activity in this event log?	 	 	
	easy									Qual é o custo médio de um evento?	What is the average cost of an event?	 	 	
	easy									Qual é o custo médio associado aos eventos?	What is the average cost associated with events?	 	 	
	easy									Qual é o custo médio da execução de uma atividade?	What is the average cost of performing an activity?	 	 	
	easy									Qual é o valor médio dos custos associados aos eventos?	What is the average value of costs associated with events?	 	 	
	easy									Qual é o valor médio dos custos associados a esse processo de negócio?	What is the average value of costs associated with this business process?	 	 	
													 	
	medium	SELECT log1.idcase FROM log1 ORDER BY log1.enddatetime Asc	SELECT idevent FROM log1 WHERE activity = 'Resolved' ORDER BY enddatetime	2891	2891			Original		Quais são os Ids dos eventos finalizados, em ordem de termino?	What are the resolved event IDs, in end-time order?	"select idevent from public.log1_excerpt3 WHERE activity='Resolved' ORDER BY enddatetime;"	 	
	medium										 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT log1.activity FROM log1 GROUP BY log1.activity HAVING Count(*) >= 'terminal'	SELECT activity FROM log1 GROUP BY activity HAVING COUNT(idevent) > 6	2892	2892			Original		*Quais atividades possuem ao menos 7 eventos?	Which activities have at least 7 events?	"select activity from public.log1_excerpt3 group by activity having COUNT(idevent) > 6;"	 	
	easy									(estamos falando de quantas vezes uma atividade ocorreu?)	 	"SELECT activity FROM log1 GROUP BY activity HAVING COUNT (*) > 6;"	 	
	easy							Corrigindo ....		Quais atividades ocorreram pelo menos sete vezes?	What activities occurred at least seven times?	"SELECT activity FROM log1 GROUP BY activity HAVING COUNT (idevent) > 6;"	 	
													 	
	extra	SELECT Count(DISTINCT log1.idcase) FROM log1 GROUP BY log1.resource	SELECT resource, COUNT(DISTINCT idcase) FROM log1 GROUP BY resource ORDER BY COUNT(DISTINCT idcase) DESC	2894	2894			Original		Em quantos casos diferentes cada recurso foi utilizado?	In how many different cases was each resource used?	SELECT resource, COUNT(DISTINCT idcase) from Log1_excerpt5 GROUP BY resource ORDER BY Count desc	 	
	extra										 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT Count(DISTINCT log1.costevent) FROM log1 WHERE log1.idcase = 'terminal'	SELECT Count(*) FROM log6 WHERE resource = 'Peter'	2895	2895			Original		Quantos eventos estão vinculados ao Peter?	How many events are tied to Peter?	"select Count(*) from public.log6_excerpt29 Where resource = 'Peter';"	 	
	easy									Quantos eventos foram associados ao Peter?	How many events were associated with Peter?	"SELECT COUNT(*) FROM log6 WHERE resource = 'Peter';"	 	
	easy									Quantos eventos envolveram o trabalho de Peter?	How many events involved Peter's work?	 	 	
													 	
	easy	SELECT log1.costevent FROM log1 GROUP BY log1.costevent HAVING Count(*) > 'terminal'	SELECT Resource FROM log6 GROUP BY Resource HAVING count(*) > 3	2896	2896			Original		Quais pessoas estão trabalhando em mais de três problemas?	*Which people are working on more than three events?	"*select Resource from public.log6_excerpt29 group by Resource having count(*) > 3;"	 	
	easy									(trabalhando em um mesmo momento? ou a consulta seria no passado?) num mesmo tempo e no tempo atual envolveria casos em aberto		 	 	
	easy									Quais pessoas trabalharam em mais de três casos?	Which people worked on more than three cases?	"SELECT resource, idcase FROM log6 GROUP BY (idcase) HAVING count(*) > 3;"	 	
	easy									Quais funcionários trabalharam em mais de três casos?	Which employees worked on more than three cases?	 	 	
	easy									Quais pessoas foram associadas a mais de três instâncias de processo?	Which people were associated with more than three process instances?	 	 	
	easy									Quais funcionários foram associados a mais de três instâncias de processo?	Which employees were associated with more than three process instances?	 	 	
													 	
	extra	SELECT log1.idcase FROM log1 GROUP BY log1.idcase ORDER BY Count(*) Desc	SELECT idcase FROM log6 WHERE activity = 'Wait' OR activity = 'Awaiting Assignment' GROUP BY idcase ORDER BY COUNT(*) DESC	2897	2897			Original - semanticamente errada		Informar quais são os id's dos casos dos problemas que estão em espera ou aguardando algo para seguir, também ordenar mediante a maior quantidade de incidentes para um caso.	Inform what are the case ids of the problems that are on hold or waiting for something to proceed, also sort by the highest number of incidents for a case.	SELECT idcase FROM log6_excerpt30 WHERE activity IN ('Wait', 'Awaiting Assignment') GROUP BY idcase ORDER BY COUNT(*) DESC	 	
	extra							Reformulando		Informar os identificadores de casos que passaram por atividades 'awaiting'. Ordene a lista de forma ascendente de acordo com a quantidade de eventos por caso.	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT * FROM log1 JOIN log5 WHERE log1.startdatetime = 'terminal' ORDER BY * Desc	SELECT startdatetime FROM log4 WHERE activity = 'Closed' OR activity = 'Resolved' ORDER BY startdatetime	2898	2898			Original - usou a semântica do valor do atributo corretamente		Extraia as datas em que os incidentes foram tratados como finalizados do mais antigo ao mais novo	Extract the dates when incidents were treated as closed from oldest to newest	SELECT startdatetime FROM log4_excerpt19 WHERE activity='Closed' OR activity='Resolved' ORDER BY startdatetime	 	
	hard									Extraia as datas em que os cases passaram pelas atividades 'resolved' ou 'closed', organizando-os do mais antigo ao mais novo	 	(verificar se o startdatetime é do evento ou do case - se for do case, ok, se não for tem que arrumar a consulta)	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.resource, Count(*) FROM log1 GROUP BY log1.resource ORDER BY Count(*) Asc	SELECT resource, COUNT(activity) FROM log8 WHERE activity = 'assigned' GROUP BY resource	2899	2899			Original - gera dúvidas, né?		Quantas atividades foram atribuídas para cada recurso, em ordem alfabética do recurso?	How many activities have been assigned to each resource, in alphabetical order of the resource?	SELECT resource, COUNT(activity) FROM log8_excerpt36 WHERE activity = assigned GROUP BY resource	 	
	medium							Reformulando		Quantas ocorrências de atividades foram atribuídas para cada recurso. Liste em ordem alfabética do recurso.	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.costevent FROM log1 WHERE log1.idcase = 'terminal'	SELECT activity FROM log3 WHERE activity LIKE 'A_%'	3000	3000			Original - não acho que devemos falar em subprocessos		Encontrar todos eventos do subprocesso A.	Find all events of the A subprocess.	SELECT activity FROM log3_excerpt11 WHERE activity LIKE 'A_%'	 	
	medium							Reformando		Encontre todos os eventos que estão associados a atividades que iniciam com a letra 'A'.	 	  	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.idevent, log2.activity, log2.resource, log1.costevent FROM log1 JOIN log2	SELECT idevent, activity, resource, costevent FROM log2 WHERE costevent BETWEEN 3500000 AND 4000000	3001	3001			Original - ficou genérica		Selecione os eventos feitos baseando-se no custo do dito evento. Também exiba o id, a atividade realizada, recurso e custo	Select the events done based on the cost of said event. Also show the id, the activity done, resource used and cost	"SELECT idevent, activity, resource, costevent FROM log2_excerpt6 WHERE costevent BETWEEN 3500000 AND 4000000;"	 	
	medium							Reformulei		Selecione o identificador do evento, a atividade realizada, o recurso e o custo dos eventos cujo custo está entre 3500000 e 4000000.	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT log5.resource FROM log2 JOIN log5 WHERE log2.activity = 'terminal'	SELECT DISTINCT resource FROM log6 WHERE activity = 'Closed'	3003	3003			*Original - não faz nenhum sentido		"*Quais recursos conseguiram atingir o estado ""closed"" em alguma atividade?"	"Which resources mananged to reach ""closed"" status on some activity?"	"*SELECT DISTINCT resource FROM log6excerpt29 HAVING activity = closed;"	 	
	easy							Corrigindo.		Quais recursos foram associados ao fechamento de um incidente?	What resources were associated with closing an incident?	"SELECT DISTINCT resource FROM log6 WHERE activity = 'closed';"	 	
	easy									"Quais recursos foram associados à atividade ""closed""?"	"What resources were associated with the activity ""closed""?"	 	 	
	easy									Quais recursos trabalharam no fechamento de um incidente?	What resources worked on closing an incident?	 	 	
													 	
	medium	SELECT log5.activity FROM log5	SELECT activity, enddatetime FROM log2 WHERE enddatetime IN ('2020-03-17')	3004	3004			Original - ficou genérico		Selecione as atividades que terminaram no conjunto de datas especificadas usando a coluna enddatetime como referência	Select the activities that ended on the specified dates using the enddatetime column as a reference	SELECT activity, enddatetime FROM log2_excerpt6 where DATE(enddatetime) IN('2020-03-17')	 	
	medium							Reformulei		Selecione as atividades de terminaram em '2020-03-17'.	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.idevent, log1.activity, log1.enddatetime FROM log1 WHERE log1.activity = 'terminal' ORDER BY log1.enddatetime, log1.activity Asc	SELECT idevent, activity, enddatetime FROM log3 WHERE activity LIKE 'A_PARTLYSUBMITTED-COMPLETE' OR activity LIKE 'O_CREATED-COMPLETE' ORDER BY enddatetime	3005	3005			Original - boa mas cheia de semântica		Encontrar o id do evento, a atividade e a data de término do evento para todos eventos parcialmente submetidos do supbprocesso A, ou criados do subprocesso O, ordenando pela data de término.	Find the event id, activity type and end date for all events that are of the A subprocess and are Partly submitted, or are from the O subprocess and are set as created. Order the results by end date.	SELECT idevent, activity, enddatetime FROM log3_excerpt12 WHERE activity LIKE 'A_PARTLYSUBMITTED-COMPLETE' OR activity LIKE 'O_CREATED-COMPLETE' ORDER BY enddatetime	 	
	extra							Tentei deixar mais sintática		Liste o identificador do evento, a atividade associada e a data de término da execução, de todos os eventos associados às atividades 'A_PARTLYSUBMITTED-COMPLETE' ou 'O_CREATED-COMPLETE', ordernados por data de término.	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	easy	SELECT log1.resource FROM log1 WHERE log1.costevent != 'terminal'	SELECT * FROM log2 WHERE costevent != 'null'	3007	3007			Original		Selecione todas as linhas onde o custo do evento não é nulo	Select all rows where the cost of the event is not null	SELECT * FROM log2_excerpt6 WHERE costevent IS NOT NULL	 	
	easy									Selecione todas as tuplas onde o custo do evento não é nulo.	Select all tuples where the event cost is not null.	"SELECT * FROM log2 WHERE costevent IS NOT NULL;"	 	
	easy							Contextualizando ...		Selecione todos os eventos cujo custo não é nulo.	Select all events whose cost is not null.	 	 	
	easy							Será legal fazer testes considerando treino e teste independente de paráfrase e dependente de paráfrase.		Selecione todas as linhas nas quais há um custo associado.	Select all lines for which there is an associated cost.	 	 	
	easy							Lembrar de implementar um thesaurus.		Selecione todas as tuplas nas quais há um custo associado.	Select all tuples for which there is an associated cost.	 	 	
	easy									Selecione todos os eventos que possuem um custo associado.	Select all events that have an associated cost.	 	 	
	easy									Recupere todas as informações dos eventos que possuem um custo associado.	Retrieve all information for events that have an associated cost.	 	 	
	easy									Recupere todas as informações dos eventos que possuem custo.	Retrieve all information from events that have a cost.	 	 	
													 	
	medium	SELECT Count(*) FROM log2 WHERE log2.idevent = 'terminal'	SELECT resource, count(*) FROM log2 WHERE activity = 'Decisão' GROUP BY resource	3009	3009			Original		Conte todas as atividades que tem o valor 'Decisão'	Count all the activities that have the value 'Decisão'	SELECT resource, count(*) FROM log2_excerpt6 WHERE activity='Decisão' GROUP BY resource	 	
	medium									Quantas execuções de atividades 'decisão' foram registradas no log?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log5.activity FROM log5 WHERE log5.resource LIKE 'terminal'	SELECT enddatetime FROM log1 WHERE resource LIKE '%5' AND activity = 'new'	3012	3012			Original		Quando foram adicionadas novas atividades por recursos terminados em '5'?	When were new activities added by resources ending in '5'?	SELECT enddatetime FROM log1excerpt4 WHERE resource LIKE '%5' AND activity = 'new'	 	
	medium									Em que momentos as atividades new foram executadas por recursos cujo nome finaliza com '5'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Sum(log1.costevent), log1.activity, log1.resource FROM log1	SELECT activity, resource, Sum(costevent) FROM log4 GROUP BY activity, resource	3013	3013			Original - ok		Selecione a soma do costevent, agrupando por activity e resource	Select the sum of the costevent, grouping by activity and resource	select activity, resource, Sum(costevent) from log4_excerpt20 group by activity, resource	 	
	medium									Some os custos dos eventos agrupamento por atividade e por recurso.	 	 	 	
	medium									Qual é o custo total dos eventos associados a uma dupla de atividade e recurso.	 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	hard	SELECT Count(*), log2.activity FROM log2 GROUP BY log2.activity	SELECT activity, count(activity) FROM log4 WHERE activity = 'Resolved' OR activity = 'In Call' GROUP BY activity	3014	3014			Original - é uma consulta para entrada de dados, não sei é o caso		Selecione o numero de ocorrências dado um conjunto de activities	Select the number of occurrences of a given set of activities	select activity, count(activity) from log4_excerpt20 where activity in ('Resolved', 'In Call') group by activity	 	
	hard							refazendo		Selecione o numero de ocorrências das atividades 'In call' e 'Resolved'.	 	 	 	
	hard							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*) FROM log1 WHERE log1.enddatetime > 'terminal'	SELECT activity, count(activity) FROM log5 GROUP BY activity HAVING count(activity) > 3	3015	3015			original - ok		Agrupe as atividades que tem o seu número de ocorrências maior do que um dado valor	Group the number of occurrences of all activities that occurred more than a certain threshold	select activity, count(activity) from log5_excerpt21 group by activity having count(activity) > 3	 	
	medium									Liste as atividades que foram executadas mais do que três vezes	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.activity, log1.resource FROM log1 ORDER BY log1.enddatetime Desc LIMIT 1	SELECT resource, activity FROM log1 WHERE enddatetime = (SELECT MAX(enddatetime) FROM log1)	3016	3016			Original		Qual atividade e seu recurso foi a última até agora no log?	Which activity and its resource was the last one on the log so far?	SELECT resource, activity FROM log1excerpt4 WHERE enddatetime = MAX(enddatetime)	 	
	extra							Reformulada		Qual foi a última atividade executada e qual é o recurso associado à sua execução?		 	 	
	extra													
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.resource, log1.costevent, log1.activity FROM log1 WHERE log1.startdatetime < (SELECT Min(log1.startdatetime) FROM log1)	SELECT T1.idevent, T2.idevent, T1.activity, T1.resource FROM log4 AS T1 JOIN log5 AS T2 ON T1.startdatetime <= T2.startdatetime WHERE T1.startdatetime <= T2.startdatetime AND T2.activity LIKE 'Closed' ORDER BY T1.idevent	3017	3017			Original - antes ou depois?? não entendi - ele não usa in progress no sql	original	Encontrar os eventos em aberto, assim como o responsável pelo evento, que tenham começado antes ou depois dos eventos que já estão concluídos, e que estejam em progresso.	Find in resource, event id and activity of in progress events that have start date previous to the events that are already closed.	SELECT T1.idevent, T2.idevent AS T2event, T1.activity, T1.resource FROM log4_excerpt16 AS T1 INNER JOIN log5_excerpt22 AS T2 ON T1.startdatetime <= T2.startdatetime WHERE T1.startdatetime <= T2.startdatetime AND T2.activity LIKE 'Closed' ORDER BY T1.idevent	 	
	extra							Mudei um pouco não sei se rolou	corrigida	Encontrar os eventos dos cases, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'. 	Find the cases' events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'.	 	 	
	extra									Encontre os eventos dos cases, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'. 				
	extra									Encontrar os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed' no mesmo case. 	Find the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed' in the same case.			
	extra									Encontre os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed' no mesmo case. 				
	extra									Para cada case, encontre os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'.	For each case, find the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'.			
	extra									Listar os eventos dos cases, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'. 	List the cases' events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'.			
	extra									Liste os eventos dos cases, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'. 				
	extra									Listar os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed' no mesmo case. 	List the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed' in the same case.			
	extra									Liste os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed' no mesmo case. 				
	extra									Para cada case, liste os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'.	For each case, list the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'.			
	extra									Quais são os eventos dos cases, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'?	Which are the the cases' events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'?			
	extra									Quais são os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed' no mesmo case?	Which are the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed' in the same case?			
	extra									Para cada case, quais são os eventos, assim como o responsável pela atividade executada no evento, que tenham ocorrido depois de um evento de execução da atividade 'closed'?	For each case, which are the events, along with the person responsible for the executed activity on the event, that have occured after an event related to the execution of the activity 'closed'?			
